
 Association for Target, Query With Target ID: ENSG00000197386 

Target ID: ENSG00000197386 	 Disease ID: EFO_0009386 	 Association_score Overall: 1.0
Target ID: ENSG00000197386 	 Disease ID: EFO_0009444 	 Association_score Overall: 0.013500000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98755 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_908 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_77828 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_363294 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_240371 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_138063 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021076 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015652 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003916 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002516 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002116 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1000359 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1000218 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1000044 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0003144 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0002618 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0002517 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0001073 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0000305 	 Association_score Overall: 0.013400000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183651 	 Association_score Overall: 0.013000000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_158300 	 Association_score Overall: 0.013000000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0043424 	 Association_score Overall: 0.013000000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002280 	 Association_score Overall: 0.013000000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0004364 	 Association_score Overall: 0.013000000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0004196 	 Association_score Overall: 0.013000000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79385 	 Association_score Overall: 0.0128
Target ID: ENSG00000197386 	 Disease ID: Orphanet_69126 	 Association_score Overall: 0.0128
Target ID: ENSG00000197386 	 Disease ID: Orphanet_290839 	 Association_score Overall: 0.0128
Target ID: ENSG00000197386 	 Disease ID: MONDO_0017954 	 Association_score Overall: 0.0128
Target ID: ENSG00000197386 	 Disease ID: MONDO_0017370 	 Association_score Overall: 0.0128
Target ID: ENSG00000197386 	 Disease ID: HP_0001332 	 Association_score Overall: 0.0128
Target ID: ENSG00000197386 	 Disease ID: HP_0001304 	 Association_score Overall: 0.0128
Target ID: ENSG00000197386 	 Disease ID: Orphanet_3208 	 Association_score Overall: 0.012400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_1000051 	 Association_score Overall: 0.012100000000000001
Target ID: ENSG00000197386 	 Disease ID: HP_0011015 	 Association_score Overall: 0.012
Target ID: ENSG00000197386 	 Disease ID: HP_0003074 	 Association_score Overall: 0.012
Target ID: ENSG00000197386 	 Disease ID: HP_0001952 	 Association_score Overall: 0.012
Target ID: ENSG00000197386 	 Disease ID: HP_0001337 	 Association_score Overall: 0.012
Target ID: ENSG00000197386 	 Disease ID: HP_0001288 	 Association_score Overall: 0.012
Target ID: ENSG00000197386 	 Disease ID: EFO_1000068 	 Association_score Overall: 0.0119
Target ID: ENSG00000197386 	 Disease ID: EFO_0000222 	 Association_score Overall: 0.0119
Target ID: ENSG00000197386 	 Disease ID: MONDO_0030700 	 Association_score Overall: 0.0116
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000601 	 Association_score Overall: 0.0116
Target ID: ENSG00000197386 	 Disease ID: EFO_1001168 	 Association_score Overall: 0.0116
Target ID: ENSG00000197386 	 Disease ID: EFO_0005761 	 Association_score Overall: 0.0116
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98701 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98696 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98614 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98611 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98610 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98601 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98594 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98196 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_89832 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_805 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79452 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79383 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_77240 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_35069 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_319328 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_211240 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183595 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: Orphanet_166466 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044986 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0042983 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021066 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020077 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019063 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0017841 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016233 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016230 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0009332 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002406 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0001174 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0001014 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_1001779 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_1000774 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_1000680 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_1000388 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_1000203 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_0008598 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_0007352 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_0005950 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_0005753 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_0005140 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_0004198 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: EFO_0003865 	 Association_score Overall: 0.0112
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000618 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: HP_0012447 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: HP_0011096 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: HP_0001272 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1001984 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1000650 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1000143 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0009781 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0009658 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0005537 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0004803 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0000339 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98689 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98648 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98366 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98364 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98097 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_93614 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_846 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79360 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_68364 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_64753 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_612 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_59306 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_53351 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_357043 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_352298 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_319465 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_275745 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_273 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2388 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_227535 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217619 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183734 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_182043 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_181441 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1020 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0100087 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044347 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024882 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024474 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021682 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021681 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021669 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021259 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021117 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021074 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020771 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020641 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020016 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019460 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019274 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019050 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0011118 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0008903 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0004139 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003689 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002679 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0001657 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000477 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000376 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: HP_0001298 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_1001996 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_1001899 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_1001357 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0009709 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0009602 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0008620 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0007304 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0007301 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0007274 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0006391 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0004277 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0004197 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0003853 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0003763 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0003060 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0003047 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0003027 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0002621 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0001668 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0001072 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0001071 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0000764 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0000571 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0000308 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000197386 	 Disease ID: EFO_0007326 	 Association_score Overall: 0.0088
Target ID: ENSG00000197386 	 Disease ID: EFO_0000769 	 Association_score Overall: 0.0088
Target ID: ENSG00000197386 	 Disease ID: HP_0004370 	 Association_score Overall: 0.008400000000000001
Target ID: ENSG00000197386 	 Disease ID: HP_0002045 	 Association_score Overall: 0.008400000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_647 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_398934 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_331217 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_169346 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021656 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021148 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018035 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0008170 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002601 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002229 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002149 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0001416 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: EFO_0005771 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: EFO_0004540 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: EFO_0003893 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: EFO_0001075 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: EFO_0000514 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024643 	 Association_score Overall: 0.006
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024636 	 Association_score Overall: 0.006
Target ID: ENSG00000197386 	 Disease ID: EFO_0009609 	 Association_score Overall: 0.006
Target ID: ENSG00000197386 	 Disease ID: HP_0004326 	 Association_score Overall: 0.004
Target ID: ENSG00000197386 	 Disease ID: EFO_1001482 	 Association_score Overall: 0.004
Target ID: ENSG00000197386 	 Disease ID: EFO_1000653 	 Association_score Overall: 0.004
Target ID: ENSG00000197386 	 Disease ID: EFO_0000637 	 Association_score Overall: 0.004

Total Number of Associaton:  1330

Statistic Based on "association_score.overall" for Target Query With Target ID: ENSG00000197386 

	MAXIMUM association_score.overall is :  1.0
	MINIMUM association_score.overall is :  0.004
	AVERAGE association_score.overall is :  0.22770631865626048
	STANDARD DEVIATION association_score.overall is :  0.20673582564834386 


